,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,2 years,2 years_lower,2 years_upper,Monthly,Monthly_lower,Monthly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
10,1988-03-15,23.016972992942982,0.26551500539418266,32.815998028255834,23.016972992942982,23.016972992942982,1.1884246811082202,1.1884246811082202,1.1884246811082202,-7.582683241435699,-7.582683241435699,-7.582683241435699,-5.931779450270439,-5.931779450270439,-5.931779450270439,0.46247911005704057,0.46247911005704057,0.46247911005704057,0.0,0.0,0.0,17.085193542672542
11,1988-04-15,23.150002457158617,2.407195309859392,34.976943487971546,23.150002457158617,23.150002457158617,2.0472581730224673,2.0472581730224673,2.0472581730224673,-6.6145067691999015,-6.6145067691999015,-6.6145067691999015,-3.7042802147674707,-3.7042802147674707,-3.7042802147674707,0.8629683814099635,0.8629683814099635,0.8629683814099635,0.0,0.0,0.0,19.445722242391145
12,1988-05-15,23.278740648335038,1.993801772232255,34.71721083230361,23.278740648335038,23.278740648335038,2.897215070091693,2.897215070091693,2.897215070091693,-7.58268324143604,-7.58268324143604,-7.58268324143604,-3.9156662248832554,-3.9156662248832554,-3.9156662248832554,0.7698019464610916,0.7698019464610916,0.7698019464610916,0.0,0.0,0.0,19.36307442345178
13,1988-06-15,23.41177011417302,2.8758505912339984,37.81700800945896,23.41177011417302,23.41177011417302,3.503212729348014,3.503212729348014,3.503212729348014,-6.614506769196495,-6.614506769196495,-6.614506769196495,-2.9662637187968435,-2.9662637187968435,-2.9662637187968435,0.14503032105163882,0.14503032105163882,0.14503032105163882,0.0,0.0,0.0,20.445506395376178
14,1988-07-15,23.54050830691946,4.068696784160036,36.867238300459384,23.540508306919456,23.540508306919456,3.69835170230662,3.69835170230662,3.69835170230662,-7.582683241433292,-7.582683241433292,-7.582683241433292,-3.204835824254746,-3.204835824254746,-3.204835824254746,0.6794957148719251,0.6794957148719251,0.6794957148719251,0.0,0.0,0.0,20.335672482664712
15,1988-08-15,23.67353777275744,4.599430017748454,37.00322098327482,23.67353777275744,23.67353777275744,3.436376204558352,3.436376204558352,3.436376204558352,-6.6145067692009905,-6.6145067692009905,-6.6145067692009905,-2.5912614251778616,-2.5912614251778616,-2.5912614251778616,0.5868691394647765,0.5868691394647765,0.5868691394647765,0.0,0.0,0.0,21.08227634757958
16,1988-09-15,23.806567238595424,6.07264438964667,39.480080118985256,23.806567238595424,23.806567238595424,2.603012571269503,2.603012571269503,2.603012571269503,-4.962909716253396,-4.962909716253396,-4.962909716253396,-1.8565099287343267,-1.8565099287343267,-1.8565099287343267,0.5033872162495658,0.5033872162495658,0.5033872162495658,0.0,0.0,0.0,21.950057309861098
17,1988-10-15,23.935305431341863,2.071566388461517,35.28703034817535,23.935305431341863,23.935305431341863,1.181561034989523,1.181561034989523,1.181561034989523,-6.614506769197585,-6.614506769197585,-6.614506769197585,-5.392514141273096,-5.392514141273096,-5.392514141273096,0.04043159293496502,0.04043159293496502,0.04043159293496502,0.0,0.0,0.0,18.542791290068767
18,1988-11-15,24.068334897179845,0.28652289817599497,33.33416829521726,24.068334897179845,24.068334897179845,-0.7527441859003449,-0.7527441859003449,-0.7527441859003449,-4.962909716256395,-4.962909716256395,-4.962909716256395,-6.758191470165006,-6.758191470165006,-6.758191470165006,-1.0425375680082654,-1.0425375680082654,-1.0425375680082654,0.0,0.0,0.0,17.31014342701484
19,1988-12-15,24.19707308992628,-4.461299587570219,30.81798953375058,24.19707308992628,24.19707308992628,-2.5757080223971895,-2.5757080223971895,-2.5757080223971895,-6.614506769197233,-6.614506769197233,-6.614506769197233,-10.569830593263404,-10.569830593263404,-10.569830593263404,-1.3796158016689828,-1.3796158016689828,-1.3796158016689828,0.0,0.0,0.0,13.627242496662877
20,1989-01-15,24.330102555764263,-1.9108127833938493,31.238994826443196,24.330102555764263,24.330102555764263,-3.745252889661667,-3.745252889661667,-3.745252889661667,-4.962909716252729,-4.962909716252729,-4.962909716252729,-9.70062299200181,-9.70062299200181,-9.70062299200181,-0.9924603860874147,-0.9924603860874147,-0.9924603860874147,0.0,0.0,0.0,14.629479563762454
21,1989-02-15,24.46313202160225,1.6010845553981539,35.07405185397783,24.46313202160225,24.46313202160225,-3.8142968087610227,-3.8142968087610227,-3.8142968087610227,-2.6448160953809734,-2.6448160953809734,-2.6448160953809734,-7.053077779582341,-7.053077779582341,-7.053077779582341,-0.5939648754403453,-0.5939648754403453,-0.5939648754403453,0.0,0.0,0.0,17.410054242019907
22,1989-03-15,24.58328766816559,-1.6714134604809616,29.35162353932289,24.58328766816559,24.58328766816559,-3.111549355219967,-3.111549355219967,-3.111549355219967,-8.02778704633148,-8.02778704633148,-8.02778704633148,-10.677725963778547,-10.677725963778547,-10.677725963778547,0.46161043777290145,0.46161043777290145,0.46161043777290145,0.0,0.0,0.0,13.905561704387042
23,1989-04-15,24.71631713400357,-1.1943488760333083,32.805008354752914,24.716317134003575,24.716317134003575,-2.1195756018092897,-2.1195756018092897,-2.1195756018092897,-7.982609312929457,-7.982609312929457,-7.982609312929457,-9.237583529574408,-9.237583529574408,-9.237583529574408,0.8646013851643375,0.8646013851643375,0.8646013851643375,0.0,0.0,0.0,15.478733604429163
24,1989-05-15,24.845055326750003,-0.3438045816543192,33.28203903826854,24.845055326750003,24.845055326750003,-1.545851254952046,-1.545851254952046,-1.545851254952046,-8.027787046331886,-8.027787046331886,-8.027787046331886,-8.812800683142331,-8.812800683142331,-8.812800683142331,0.7608376181415984,0.7608376181415984,0.7608376181415984,0.0,0.0,0.0,16.032254643607672
25,1989-06-15,24.978084792587985,-1.5743668322938271,34.34265854026803,24.978084792587985,24.978084792587985,-1.514263176389341,-1.514263176389341,-1.514263176389341,-7.98260931293134,-7.98260931293134,-7.98260931293134,-9.35605193102261,-9.35605193102261,-9.35605193102261,0.1408205582980702,0.1408205582980702,0.1408205582980702,0.0,0.0,0.0,15.622032861565376
26,1989-07-15,25.106822985664664,-0.2618789122825947,32.4390870337676,25.106822985664664,25.106822985664664,-1.6713496512022954,-1.6713496512022954,-1.6713496512022954,-8.027787046330712,-8.027787046330712,-8.027787046330712,-9.00458327403445,-9.00458327403445,-9.00458327403445,0.6945534234985552,0.6945534234985552,0.6945534234985552,0.0,0.0,0.0,16.10223971163021
27,1989-08-15,25.23985245184389,-1.1341178385937696,33.03827799994962,25.23985245184389,25.23985245184389,-1.5159510202006283,-1.5159510202006283,-1.5159510202006283,-7.982609312929608,-7.982609312929608,-7.982609312929608,-8.915585634935447,-8.915585634935447,-8.915585634935447,0.5829746981947908,0.5829746981947908,0.5829746981947908,0.0,0.0,0.0,16.324266816908445
28,1989-09-15,25.372881918023122,2.1034229110847176,34.672198927782006,25.372881918023122,25.372881918023122,-0.8601404746658194,-0.8601404746658194,-0.8601404746658194,-7.582683241438362,-7.582683241438362,-7.582683241438362,-7.938290485442406,-7.938290485442406,-7.938290485442406,0.5045332306617752,0.5045332306617752,0.5045332306617752,0.0,0.0,0.0,17.434591432580717
29,1989-10-15,25.501620111099793,1.6642690214122593,33.45950109374504,25.501620111099793,25.501620111099793,-0.033071696879061994,-0.033071696879061994,-0.033071696879061994,-7.9826093129314915,-7.9826093129314915,-7.9826093129314915,-7.974523504492007,-7.974523504492007,-7.974523504492007,0.041157505318545826,0.041157505318545826,0.041157505318545826,0.0,0.0,0.0,17.527096606607785
30,1989-11-15,25.634649577279024,0.548773640022153,32.81693187099749,25.634649577279024,25.634649577279024,0.5591270981136234,0.5591270981136234,0.5591270981136234,-7.582683241435613,-7.582683241435613,-7.582683241435613,-8.056603124613387,-8.056603124613387,-8.056603124613387,-1.033046981291398,-1.033046981291398,-1.033046981291398,0.0,0.0,0.0,17.57804645266564
31,1989-12-15,25.7633877703557,0.6839869457889179,35.16983256455015,25.7633877703557,25.7633877703557,0.6902752633171068,0.6902752633171068,0.6902752633171068,-7.982609312928458,-7.982609312928458,-7.982609312928458,-8.666742358749227,-8.666742358749227,-8.666742358749227,-1.374408309137873,-1.374408309137873,-1.374408309137873,0.0,0.0,0.0,17.096645411606474
32,1990-01-15,25.89641723653493,1.8860246186241219,35.03986287164048,25.89641723653493,25.89641723653493,0.5981803507015034,0.5981803507015034,0.5981803507015034,-7.58268324143891,-7.58268324143891,-7.58268324143891,-7.988619926030568,-7.988619926030568,-7.988619926030568,-1.0041170352931619,-1.0041170352931619,-1.0041170352931619,0.0,0.0,0.0,17.907797310504364
33,1990-02-15,26.02944670271416,3.6386164158605787,36.544920451290594,26.02944670271416,26.02944670271416,0.7063207093435993,0.7063207093435993,0.7063207093435993,-6.614506769197095,-6.614506769197095,-6.614506769197095,-6.508347566419129,-6.508347566419129,-6.508347566419129,-0.6001615065656323,-0.6001615065656323,-0.6001615065656323,0.0,0.0,0.0,19.52109913629503
34,1990-03-15,26.14960234958572,1.8969147061144493,35.66900289875622,26.14960234958572,26.14960234958572,1.188424681108239,1.188424681108239,1.188424681108239,-8.104909743677611,-8.104909743677611,-8.104909743677611,-6.455876985514559,-6.455876985514559,-6.455876985514559,0.4606080770548141,0.4606080770548141,0.4606080770548141,0.0,0.0,0.0,19.693725364071163
35,1990-04-15,26.28263181576495,4.607722572375087,39.23580225819985,26.28263181576495,26.28263181576495,2.047258173022467,2.047258173022467,2.047258173022467,-7.981828507966182,-7.981828507966182,-7.981828507966182,-5.068629740377317,-5.068629740377317,-5.068629740377317,0.8659405945663975,0.8659405945663975,0.8659405945663975,0.0,0.0,0.0,21.214002075387633
36,1990-05-15,26.411370008841626,3.405591501620253,37.05880293078338,26.411370008841622,26.411370008841622,2.8972150700917023,2.8972150700917023,2.8972150700917023,-8.104909743675398,-8.104909743675398,-8.104909743675398,-4.455923923570468,-4.455923923570468,-4.455923923570468,0.7517707500132271,0.7517707500132271,0.7517707500132271,0.0,0.0,0.0,21.955446085271156
37,1990-06-15,26.544399475020857,5.027831348581188,38.68120343848512,26.544399475020857,26.544399475020857,3.503212729348009,3.503212729348009,3.503212729348009,-7.9818285079671885,-7.9818285079671885,-7.9818285079671885,-4.34145090600608,-4.34145090600608,-4.34145090600608,0.1371648726130999,0.1371648726130999,0.1371648726130999,0.0,0.0,0.0,22.202948569014776
38,1990-07-15,26.673137667048124,7.2051297341519085,40.19143527273103,26.673137667048124,26.673137667048124,3.69835170230662,3.69835170230662,3.69835170230662,-8.104909743677851,-8.104909743677851,-8.104909743677851,-3.697044028773113,-3.697044028773113,-3.697044028773113,0.7095140125981196,0.7095140125981196,0.7095140125981196,0.0,0.0,0.0,22.97609363827501
39,1990-08-15,26.806167132142967,6.265784688024159,39.696173195566615,26.806167132142967,26.806167132142967,3.436376204558352,3.436376204558352,3.436376204558352,-7.981828507966183,-7.981828507966183,-7.981828507966183,-3.966599935496318,-3.966599935496318,-3.966599935496318,0.5788523679115127,0.5788523679115127,0.5788523679115127,0.0,0.0,0.0,22.839567196646648
40,1990-09-15,26.939196597237814,5.720536066457217,40.12010093784594,26.939196597237814,26.939196597237814,2.603012571269529,2.603012571269529,2.603012571269529,-8.02778704633078,-8.02778704633078,-8.02778704633078,-4.919208715234431,-4.919208715234431,-4.919208715234431,0.5055657598268198,0.5055657598268198,0.5055657598268198,0.0,0.0,0.0,22.019987882003385
41,1990-10-15,27.067934789265077,4.531002653198476,37.158349609795806,27.067934789265074,27.067934789265074,1.1815610349895287,1.1815610349895287,1.1815610349895287,-7.981828507968691,-7.981828507968691,-7.981828507968691,-6.758386147328237,-6.758386147328237,-6.758386147328237,0.04188132565092523,0.04188132565092523,0.04188132565092523,0.0,0.0,0.0,20.30954864193684
42,1990-11-15,27.200964254359924,0.525218268034138,33.073152574150825,27.200964254359924,27.200964254359924,-0.752744185900355,-0.752744185900355,-0.752744185900355,-8.027787046330339,-8.027787046330339,-8.027787046330339,-9.803866603328197,-9.803866603328197,-9.803866603328197,-1.0233353710975033,-1.0233353710975033,-1.0233353710975033,0.0,0.0,0.0,17.39709765103173
43,1990-12-15,27.32970244638719,-0.41104653293406646,33.16896496550842,27.32970244638719,27.32970244638719,-2.575708022397184,-2.575708022397184,-2.575708022397184,-7.981828507966182,-7.981828507966182,-7.981828507966182,-11.92679433389513,-11.92679433389513,-11.92679433389513,-1.3692578035317646,-1.3692578035317646,-1.3692578035317646,0.0,0.0,0.0,15.402908112492062
44,1991-01-15,27.462731911482035,-1.1285697358666509,30.89576006471887,27.462731911482035,27.462731911482035,-3.7452528896616806,-3.7452528896616806,-3.7452528896616806,-8.02778704633074,-8.02778704633074,-8.02778704633074,-12.788884711101437,-12.788884711101437,-12.788884711101437,-1.0158447751090154,-1.0158447751090154,-1.0158447751090154,0.0,0.0,0.0,14.673847200380598
45,1991-02-15,27.595761376576878,-0.8033987982379408,31.238095656321352,27.595761376576878,27.595761376576878,-3.8142968087610107,-3.8142968087610107,-3.8142968087610107,-7.98260931292949,-7.98260931292949,-7.98260931292949,-12.402983546317543,-12.402983546317543,-12.402983546317543,-0.6060774246270414,-0.6060774246270414,-0.6060774246270414,0.0,0.0,0.0,15.192777830259335
46,1991-03-15,27.715917022468997,-1.6158601257867693,31.132062462436675,27.715917022468997,27.715917022468997,-3.111549355220017,-3.111549355220017,-3.111549355220017,-9.598629051649208,-9.598629051649208,-9.598629051649208,-12.250714609932434,-12.250714609932434,-12.250714609932434,0.4594637969367918,0.4594637969367918,0.4594637969367918,0.0,0.0,0.0,15.465202412536563
47,1991-04-15,27.84894648756384,0.15452626320522242,35.477748992187074,27.84894648756384,27.84894648756384,-2.119575601809275,-2.119575601809275,-2.119575601809275,-8.604483914876107,-8.604483914876107,-8.604483914876107,-9.85707439001395,-9.85707439001395,-9.85707439001395,0.8669851266714325,0.8669851266714325,0.8669851266714325,0.0,0.0,0.0,17.991872097549887
48,1991-05-15,27.97768467959111,1.0300469123835199,34.27900942959875,27.977684679591107,27.977684679591107,-1.5458512549520869,-1.5458512549520869,-1.5458512549520869,-9.598629051653957,-9.598629051653957,-9.598629051653957,-10.401863089165335,-10.401863089165335,-10.401863089165335,0.7426172174407105,0.7426172174407105,0.7426172174407105,0.0,0.0,0.0,17.575821590425775
49,1991-06-15,28.110714144685954,1.4553065440756134,33.656966868549205,28.110714144685954,28.110714144685954,-1.5142631763893257,-1.5142631763893257,-1.5142631763893257,-8.604483914886746,-8.604483914886746,-8.604483914886746,-9.98468036990252,-9.98468036990252,-9.98468036990252,0.1340667213735506,0.1340667213735506,0.1340667213735506,0.0,0.0,0.0,18.126033774783433
50,1991-07-15,28.23945233671322,1.2288333186085953,34.40723990010789,28.23945233671322,28.23945233671322,-1.6713496512022752,-1.6713496512022752,-1.6713496512022752,-9.598629051650256,-9.598629051650256,-9.598629051650256,-10.545619826378688,-10.545619826378688,-10.545619826378688,0.7243588764738429,0.7243588764738429,0.7243588764738429,0.0,0.0,0.0,17.69383251033453
51,1991-08-15,28.37248180297398,1.6821781626773114,35.97798149120124,28.37248180297398,28.37248180297398,-1.5159510202006106,-1.5159510202006106,-1.5159510202006106,-8.604483914883609,-8.604483914883609,-8.604483914883609,-9.545931512793176,-9.545931512793176,-9.545931512793176,0.5745034222910437,0.5745034222910437,0.5745034222910437,0.0,0.0,0.0,18.826550290180805
52,1991-09-15,28.505511269234745,3.6739319212932093,35.435407788654075,28.505511269234745,28.505511269234745,-0.8601404746658121,-0.8601404746658121,-0.8601404746658121,-8.10490974367276,-8.10490974367276,-8.10490974367276,-8.458561950948228,-8.458561950948228,-8.458561950948228,0.5064882673903418,0.5064882673903418,0.5064882673903418,0.0,0.0,0.0,20.046949318286515
53,1991-10-15,28.63424946239032,2.400120863995137,36.25545072226415,28.63424946239032,28.63424946239032,-0.03307169687904168,-0.03307169687904168,-0.03307169687904168,-8.604483914880573,-8.604483914880573,-8.604483914880573,-8.594945704069302,-8.594945704069302,-8.594945704069302,0.042609907690313246,0.042609907690313246,0.042609907690313246,0.0,0.0,0.0,20.03930375832102
54,1991-11-15,28.76727892865108,3.0140845058224706,36.3085282401195,28.76727892865108,28.76727892865108,0.5591270981136031,0.5591270981136031,0.5591270981136031,-8.104909743675213,-8.104909743675213,-8.104909743675213,-8.559188472106294,-8.559188472106294,-8.559188472106294,-1.0134058265446821,-1.0134058265446821,-1.0134058265446821,0.0,0.0,0.0,20.208090456544788
55,1991-12-15,28.896017121806654,3.583063102044393,36.37572667664708,28.896017121806654,28.896017121806654,0.6902752633171025,0.6902752633171025,0.6902752633171025,-8.604483914877434,-8.604483914877434,-8.604483914877434,-9.278377992200332,-9.278377992200332,-9.278377992200332,-1.3641693406399982,-1.3641693406399982,-1.3641693406399982,0.0,0.0,0.0,19.617639129606324
56,1992-01-15,29.02904658806742,3.941812997691831,37.9468607519293,29.02904658806742,29.02904658806742,0.5981803507014949,0.5981803507014949,0.5981803507014949,-8.104909743681791,-8.104909743681791,-8.104909743681791,-8.534364927282942,-8.534364927282942,-8.534364927282942,-1.0276355343026458,-1.0276355343026458,-1.0276355343026458,0.0,0.0,0.0,20.49468166078448
57,1992-02-15,29.16207605432818,3.686555810671719,38.66112195529989,29.16207605432818,29.16207605432818,0.7063207093435847,0.7063207093435847,0.7063207093435847,-7.981828507969694,-7.981828507969694,-7.981828507969694,-7.88722082763326,-7.88722082763326,-7.88722082763326,-0.6117130290071504,-0.6117130290071504,-0.6117130290071504,0.0,0.0,0.0,21.274855226694918
58,1992-03-15,29.286522974378567,4.8261067237871895,36.72431347815755,29.286522974378567,29.286522974378567,1.212136221297561,1.212136221297561,1.212136221297561,-9.598629051651702,-9.598629051651702,-9.598629051651702,-7.924013720297068,-7.924013720297068,-7.924013720297068,0.4624791100570726,0.4624791100570726,0.4624791100570726,0.0,0.0,0.0,21.3625092540815
59,1992-04-15,29.41955244063933,7.447528194778226,39.69583824950184,29.41955244063933,29.41955244063933,2.077189876599593,2.077189876599593,2.077189876599593,-8.604483914878053,-8.604483914878053,-8.604483914878053,-5.664325656868508,-5.664325656868508,-5.664325656868508,0.8629683814099535,0.8629683814099535,0.8629683814099535,0.0,0.0,0.0,23.755226783770823
60,1992-05-15,29.548290633794906,6.672588762018994,39.74295452996451,29.548290633794906,29.548290633794906,2.922216486899048,2.922216486899048,2.922216486899048,-9.598629051656454,-9.598629051656454,-9.598629051656454,-5.906610618296339,-5.906610618296339,-5.906610618296339,0.7698019464610676,0.7698019464610676,0.7698019464610676,0.0,0.0,0.0,23.641680015498565
61,1992-06-15,29.681320100055665,6.735643403809146,42.65410652225793,29.681320100055665,29.681320100055665,3.516263226641087,3.516263226641087,3.516263226641087,-8.60448391488869,-8.60448391488869,-8.60448391488869,-4.943190367195972,-4.943190367195972,-4.943190367195972,0.14503032105163086,0.14503032105163086,0.14503032105163086,0.0,0.0,0.0,24.738129732859694
62,1992-07-15,29.81005829321124,7.81823682847064,42.10292968502459,29.81005829321124,29.81005829321124,3.697623023740883,3.697623023740883,3.697623023740883,-9.598629051652754,-9.598629051652754,-9.598629051652754,-5.221510313039926,-5.221510313039926,-5.221510313039926,0.6794957148719449,0.6794957148719449,0.6794957148719449,0.0,0.0,0.0,24.588547980171317
63,1992-08-15,29.943087758764243,7.723416081680291,41.78162952084812,29.943087758764243,29.943087758764243,3.4190834848849905,3.4190834848849905,3.4190834848849905,-8.604483914878767,-8.604483914878767,-8.604483914878767,-4.598531290528996,-4.598531290528996,-4.598531290528996,0.5868691394647801,0.5868691394647801,0.5868691394647801,0.0,0.0,0.0,25.344556468235247
64,1992-09-15,30.076117224317244,7.428817934013852,41.48033607608318,30.076117224317244,30.076117224317244,2.565350331613772,2.565350331613772,2.565350331613772,-8.10490974367814,-8.10490974367814,-8.10490974367814,-5.0361721958148165,-5.0361721958148165,-5.0361721958148165,0.5033872162495534,0.5033872162495534,0.5033872162495534,0.0,0.0,0.0,25.039945028502427
65,1992-10-15,30.20485541678789,6.701366429619994,39.359308157345104,30.20485541678789,30.20485541678789,1.1246508493793181,1.1246508493793181,1.1246508493793181,-8.604483914875631,-8.604483914875631,-8.604483914875631,-7.439401472561347,-7.439401472561347,-7.439401472561347,0.04043159293496617,0.04043159293496617,0.04043159293496617,0.0,0.0,0.0,22.765453944226543
66,1992-11-15,30.337884882340887,3.6609107027441943,37.604044931221864,30.337884882340887,30.337884882340887,-0.8178614718570166,-0.8178614718570166,-0.8178614718570166,-8.104909743680592,-8.104909743680592,-8.104909743680592,-9.965308783545863,-9.965308783545863,-9.965308783545863,-1.0425375680082543,-1.0425375680082543,-1.0425375680082543,0.0,0.0,0.0,20.372576098795022
67,1992-12-15,30.466623074811533,1.7160882614195756,34.15404684517757,30.466623074811533,30.466623074811533,-2.6280107018279204,-2.6280107018279204,-2.6280107018279204,-8.604483914879381,-8.604483914879381,-8.604483914879381,-12.612110418376279,-12.612110418376279,-12.612110418376279,-1.3796158016689772,-1.3796158016689772,-1.3796158016689772,0.0,0.0,0.0,17.854512656435254
68,1993-01-15,30.599652540364534,1.079841460119328,34.718804486730164,30.599652540364534,30.599652540364534,-3.765158414964816,-3.765158414964816,-3.765158414964816,-8.104909743683047,-8.104909743683047,-8.104909743683047,-12.862528544735275,-12.862528544735275,-12.862528544735275,-0.9924603860874144,-0.9924603860874144,-0.9924603860874144,0.0,0.0,0.0,17.73712399562926
69,1993-02-15,30.73268200591754,2.250081647313825,34.71704050030772,30.73268200591754,30.73268200591754,-3.7991009468527595,-3.7991009468527595,-3.7991009468527595,-7.981828507964677,-7.981828507964677,-7.981828507964677,-12.37489433025778,-12.37489433025778,-12.37489433025778,-0.5939648754403419,-0.5939648754403419,-0.5939648754403419,0.0,0.0,0.0,18.357787675659758
70,1993-03-15,30.85283765222347,-2.5118075809817566,32.198305398570774,30.85283765222347,30.85283765222347,-3.0792173159050975,-3.0792173159050975,-3.0792173159050975,-13.007221789249984,-13.007221789249984,-13.007221789249984,-15.624828667382156,-15.624828667382156,-15.624828667382156,0.461610437772927,0.461610437772927,0.461610437772927,0.0,0.0,0.0,15.228008984841315
71,1993-04-15,30.985867117776472,0.5636740994385004,34.3405794477762,30.985867117776472,30.985867117776472,-2.0918692685927187,-2.0918692685927187,-2.0918692685927187,-11.097798210068419,-11.097798210068419,-11.097798210068419,-12.325066093496812,-12.325066093496812,-12.325066093496812,0.8646013851643274,0.8646013851643274,0.8646013851643274,0.0,0.0,0.0,18.66080102427966
72,1993-05-15,31.114605310247118,0.3158790135649376,34.31427402306566,31.114605310247118,31.114605310247118,-1.5367418878012096,-1.5367418878012096,-1.5367418878012096,-13.007221789264516,-13.007221789264516,-13.007221789264516,-13.783126058924113,-13.783126058924113,-13.783126058924113,0.7608376181416133,0.7608376181416133,0.7608376181416133,0.0,0.0,0.0,17.331479251323003
73,1993-06-15,31.24763477580012,2.538916856577295,35.8095435421166,31.24763477580012,31.24763477580012,-1.519462469544371,-1.519462469544371,-1.519462469544371,-11.097798210064532,-11.097798210064532,-11.097798210064532,-12.476440121310832,-12.476440121310832,-12.476440121310832,0.14082055829807075,0.14082055829807075,0.14082055829807075,0.0,0.0,0.0,18.771194654489285
74,1993-07-15,31.376372968270765,-0.2389590766008917,33.14330231211852,31.376372968270765,31.376372968270765,-1.6736068844194931,-1.6736068844194931,-1.6736068844194931,-13.007221789260823,-13.007221789260823,-13.007221789260823,-13.986275250181793,-13.986275250181793,-13.986275250181793,0.694553423498524,0.694553423498524,0.694553423498524,0.0,0.0,0.0,17.390097718088974
75,1993-08-15,31.50940243382377,4.180042482362534,36.15779853696213,31.50940243382377,31.50940243382377,-1.5021288925159324,-1.5021288925159324,-1.5021288925159324,-11.097798210068357,-11.097798210068357,-11.097798210068357,-12.016952404389535,-12.016952404389535,-12.016952404389535,0.582974698194754,0.582974698194754,0.582974698194754,0.0,0.0,0.0,19.492450029434234
